tabla,columna,tipo,unidad,origen,descripcion,no_nulos,nulos,valores_distintos,minimo,maximo,ejemplo
ejecucion_por_tipo_proceso,firma,str,,derivado,"Firma de encabezado del cuadro: identifica el LAYOUT, es decir el juego de columnas con el que se leyó la página. Es la clave de src/procesos.py. Se usa la firma y no el número de cuadro porque el anuario numera mal: hay dos cuadros distintos numerados 5.3.3.1 y un 6.3.1.4 en medio del capítulo 5.",10015,0,10,,,2e504f9e99
ejecucion_por_tipo_proceso,familia,str,,derivado,"Familia temática del cuadro dentro de los capítulos 5 y 6: causas, resueltas, apelacion, ejecucion u otros.",10015,0,1,,,ejecucion
ejecucion_por_tipo_proceso,ambito,str,,derivada,"Territorio que cubre el cuadro: capital (ciudades capitales y El Alto), provincia (resto del país) o nacional (la suma de ambos). En los capítulos 5 y 6 se deriva del encabezado y de las entidades de la página, no del prefijo del cuadro.",10015,0,2,,,capital
ejecucion_por_tipo_proceso,titulo_pagina,str,,literal del PDF,"Encabezado corrido de la página, literal del PDF ('Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto'). Es de donde sale la materia.",10015,0,10,,,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto
ejecucion_por_tipo_proceso,entidad,str,,literal del PDF,"Ciudad capital o distrito judicial al que pertenece la fila, tal como encabeza su bloque en la página. El ámbito sale del encabezado y las entidades, no de la numeración del cuadro, porque el 6.3.1.4 de las páginas 357-359 es de capitales. TOTAL NACIONAL aparece en la página de cierre de cada cuadro.",10015,0,14,,,SUCRE
ejecucion_por_tipo_proceso,num_juzgados_pagina,Int64,juzgados,literal del PDF,"Número de juzgados o tribunales que declara la línea de cabecera de la página ('SUCRE 14'). Vale para la ciudad entera y para el cuadro entero, NO por fila ni por tipo de proceso: el anuario no desagrega por juzgado en ninguna parte. No siempre coincide con el num_juzgados del cuadro 9.1.x; las diferencias están en auditoria/discrepancias.csv.",9894,121,38,1,209,14
ejecucion_por_tipo_proceso,unidad_fila,str,,derivado,"Qué representa la fila: 'tipo_proceso' en los cuadros que desagregan por tipo de proceso dentro de cada ciudad, y 'entidad' en los cuadros de una sola página que traen una fila por ciudad y no abren el tipo de proceso.",10015,0,2,,,tipo_proceso
ejecucion_por_tipo_proceso,tipo_proceso_extraido,str,,literal extraído del PDF,Literal obtenido originalmente por la extracción geométrica del PDF antes de aplicar las correcciones deterministas auditadas. Se conserva exclusivamente para trazabilidad.,9894,121,113,,,ORDINARIO
ejecucion_por_tipo_proceso,tipo_proceso,str,,literal reconstruido del PDF,Literal de la fila fuente reconstruido a partir del PDF. Las correcciones reparan únicamente defectos de extracción auditados; no corrigen errores editoriales ni realizan homologación semántica. Nulo cuando unidad_fila es 'entidad'.,9894,121,106,,,ORDINARIO
ejecucion_por_tipo_proceso,tipo_fila_derivado,str,,derivada,"Si la fila es un dato o un agregado: dato, total o subtotal. Permite excluir los agregados de las sumas sin adivinar sobre el texto del rótulo.",10015,0,2,,,detalle
ejecucion_por_tipo_proceso,orden_fila,Int64,,derivado,"Posición de la fila dentro de su página, contada desde 1. Conserva el orden impreso, que agrupa los tipos de proceso.",10015,0,30,1,30,1
ejecucion_por_tipo_proceso,n_columnas,Int64,columnas,derivada,Cuántas columnas numéricas tiene el cuadro del que sale la fila. Varía entre 5 y 19 según el departamento.,10015,0,2,5,11,5
ejecucion_por_tipo_proceso,materia_seccion,str,,derivado,Materia que fija la sección del cuadro (el tercer nivel de la numeración: 5.1.1.x y 6.1.1.x son civil y comercial). La materia no está escrita en la fila.,10015,0,6,,,PÚBLICO CIVIL Y COMERCIAL
ejecucion_por_tipo_proceso,tipo_accion_penal,float64,,derivado,"En las materias penales, el tipo de acción que parte la materia en tres (PENAL, ANTICORRUPCIÓN, CONTRA LA VIOLENCIA HACIA LA MUJER). Según el cuadro viene como etiqueta de grupo o como rótulo de fila. Nulo fuera del fuero penal.",0,10015,0,,,
ejecucion_por_tipo_proceso,materia_norm,str,,derivada,"materia_cruda con una única corrección: la errata de imprenta INSTRUCCÓN -> INSTRUCCIÓN. NO unifica mayúsculas, tildes ni variantes de redacción entre cuadros.",10015,0,6,,,PÚBLICO CIVIL Y COMERCIAL
ejecucion_por_tipo_proceso,materia_homologada,str,,derivada,"Materia derivada para facilitar cruces entre cuadros. Homologa únicamente equivalencias confirmadas mediante la auditoría del Anuario; si no existe una equivalencia aprobada, conserva materia_norm. No sobrescribe el literal del PDF.",10015,0,6,,,Público Civil y Comercial
ejecucion_por_tipo_proceso,materia_cruda,str,,fuente,"Nombre de la materia tal como está impreso en el PDF, verbatim, errata incluida. Solo se llena en las filas cuyo eje es materia.",10015,0,10,,,Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto
ejecucion_por_tipo_proceso,ciudad,str,,fuente,Ciudad capital (o El Alto) a la que corresponde la fila. Solo se llena en el cuadro 9.1.3 y en las filas territoriales de ámbito capital de los capítulos 5 y 6.,5059,4956,10,,,SUCRE
ejecucion_por_tipo_proceso,distrito,str,,fuente,"Distrito judicial. Coincide con el departamento salvo OFICINA NACIONAL / NACIONAL, que es la administración central. En los capítulos 5 y 6 se llena solo para el ámbito provincia.",4005,6010,9,,,CHUQUISACA
ejecucion_por_tipo_proceso,departamento_derivado,str,,derivada,"Departamento deducido cuando el cuadro no lo trae: de la ciudad (El Alto pertenece a La Paz) o del distrito judicial. La comparación ignora mayúsculas, tildes y espacios, sin modificar el literal de origen. Queda nulo en totales nacionales y para OFICINA NACIONAL, que no son territorios.",9064,951,9,,,Chuquisaca
ejecucion_por_tipo_proceso,es_total_nacional,bool,,derivado,"True en las páginas de cierre de cada cuadro, donde la entidad es TOTAL NACIONAL en vez de una ciudad o un distrito.",10015,0,2,False,True,False
ejecucion_por_tipo_proceso,etapa_proceso_fuente,str,,derivado,"Etapa estructural publicada por el cuadro fuente. Se deriva mediante un mapa cerrado auditado contra el PDF: informes_inicio_investigacion, imputaciones_formales, causas o no_aplica. No homologa tipo_proceso.",10015,0,1,,,no_aplica
ejecucion_por_tipo_proceso,contexto_accion_penal,str,,derivado,"Contexto penal padre de la fila fuente, auditado contra el PDF: penal_comun, anticorrupcion, violencia_mujeres o no_aplica. No homologa ni sobrescribe tipo_proceso.",10015,0,1,,,no_aplica
ejecucion_por_tipo_proceso,revisado_manual,boolean,,trazabilidad,Marca de auditoría. Sale en False en todo el dataset: es la columna para ir marcando las filas que alguien verifique contra el PDF.,10015,0,1,False,False,False
ejecucion_por_tipo_proceso,columna,str,,derivada,"Columna del cuadro, numerada de izquierda a derecha (col_01, col_02...). Se preserva aunque su significado auditado esté en las columnas canónicas derivadas.",10015,0,40,,,causas_readecuadas_ley_439
ejecucion_por_tipo_proceso,valor,Int64,juzgados (o habitantes en col_01),fuente,"Valor de esa celda. En los cuadros provinciales la col_01 es población proyectada al 2022, no un conteo de juzgados; la última columna de cada fila es el total.",10015,0,873,0,53536,454
ejecucion_por_tipo_proceso,orden_columna,Int64,,derivado,"Posición de la columna dentro del cuadro, contada desde 1 de izquierda a derecha. Solo en las tablas de formato largo.",10015,0,11,1,11,1
ejecucion_por_tipo_proceso,rotulo_columna_pdf,str,,literal del PDF,"Rótulo de la columna tal como lo imprime el anuario, con sus líneas separadas por ' / '. Permite leer un valor sin consultar el layout. Solo en las tablas de formato largo.",10015,0,45,,,MOVIMIENTO REGISTRADO / CAUSAS EN / EJECUCION DE / SENTENCIA / READECUADAS A LA / LEY N° 439
otros_tramites_por_tipo_proceso,cuadro_origen,str,,trazabilidad,"Identificador del cuadro del anuario del que sale la fila (por ejemplo 9.1.1). Con la página, permite verificar la cifra a mano contra el PDF.",6028,0,22,,,5.1.2.6
otros_tramites_por_tipo_proceso,pagina_pdf,Int64,página,trazabilidad,"Página del PDF, contada desde 1, donde está impresa la fila. No coincide con el número impreso al pie en todos los capítulos.",6028,0,43,232,648,232
otros_tramites_por_tipo_proceso,firma,str,,derivado,"Firma de encabezado del cuadro: identifica el LAYOUT, es decir el juego de columnas con el que se leyó la página. Es la clave de src/procesos.py. Se usa la firma y no el número de cuadro porque el anuario numera mal: hay dos cuadros distintos numerados 5.3.3.1 y un 6.3.1.4 en medio del capítulo 5.",6028,0,22,,,bf4c27924f
otros_tramites_por_tipo_proceso,familia,str,,derivado,"Familia temática del cuadro dentro de los capítulos 5 y 6: causas, resueltas, apelacion, ejecucion u otros.",6028,0,1,,,otros
otros_tramites_por_tipo_proceso,ambito,str,,derivada,"Territorio que cubre el cuadro: capital (ciudades capitales y El Alto), provincia (resto del país) o nacional (la suma de ambos). En los capítulos 5 y 6 se deriva del encabezado y de las entidades de la página, no del prefijo del cuadro.",6028,0,2,,,capital
otros_tramites_por_tipo_proceso,titulo_pagina,str,,literal del PDF,"Encabezado corrido de la página, literal del PDF ('Juzgados Públicos en Materia Civil y Comercial de Ciudades Capitales y El Alto'). Es de donde sale la materia.",5973,55,11,,,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto
otros_tramites_por_tipo_proceso,entidad,str,,literal del PDF,"Ciudad capital o distrito judicial al que pertenece la fila, tal como encabeza su bloque en la página. El ámbito sale del encabezado y las entidades, no de la numeración del cuadro, porque el 6.3.1.4 de las páginas 357-359 es de capitales. TOTAL NACIONAL aparece en la página de cierre de cada cuadro.",6028,0,15,,,SUCRE
otros_tramites_por_tipo_proceso,num_juzgados_pagina,Int64,juzgados,literal del PDF,"Número de juzgados o tribunales que declara la línea de cabecera de la página ('SUCRE 14'). Vale para la ciudad entera y para el cuadro entero, NO por fila ni por tipo de proceso: el anuario no desagrega por juzgado en ninguna parte. No siempre coincide con el num_juzgados del cuadro 9.1.x; las diferencias están en auditoria/discrepancias.csv.",4850,1178,34,0,177,10
otros_tramites_por_tipo_proceso,unidad_fila,str,,derivado,"Qué representa la fila: 'tipo_proceso' en los cuadros que desagregan por tipo de proceso dentro de cada ciudad, y 'entidad' en los cuadros de una sola página que traen una fila por ciudad y no abren el tipo de proceso.",6028,0,2,,,tipo_proceso
otros_tramites_por_tipo_proceso,grupo_proceso,str,,literal del PDF,"Etiqueta del grupo al que pertenece la fila, verbatim. Viene impresa EN VERTICAL en el margen izquierdo del cuadro y llega con el corte de palabra del PDF ('EXTRAORDI NARIO'), que no se puede deshacer desde la geometría.",880,5148,6,,,DENTRO DE UN
otros_tramites_por_tipo_proceso,tipo_proceso_extraido,str,,literal extraído del PDF,Literal obtenido originalmente por la extracción geométrica del PDF antes de aplicar las correcciones deterministas auditadas. Se conserva exclusivamente para trazabilidad.,4850,1178,49,,,INCREMENTO DE ASISTENCIA FAMILIAR
otros_tramites_por_tipo_proceso,tipo_proceso,str,,literal reconstruido del PDF,Literal de la fila fuente reconstruido a partir del PDF. Las correcciones reparan únicamente defectos de extracción auditados; no corrigen errores editoriales ni realizan homologación semántica. Nulo cuando unidad_fila es 'entidad'.,4850,1178,34,,,INCREMENTO DE ASISTENCIA FAMILIAR
otros_tramites_por_tipo_proceso,tipo_fila_derivado,str,,derivada,"Si la fila es un dato o un agregado: dato, total o subtotal. Permite excluir los agregados de las sumas sin adivinar sobre el texto del rótulo.",6028,0,2,,,detalle
otros_tramites_por_tipo_proceso,orden_fila,Int64,,derivado,"Posición de la fila dentro de su página, contada desde 1. Conserva el orden impreso, que agrupa los tipos de proceso.",6028,0,40,1,40,1
otros_tramites_por_tipo_proceso,n_columnas,Int64,columnas,derivada,Cuántas columnas numéricas tiene el cuadro del que sale la fila. Varía entre 5 y 19 según el departamento.,6028,0,8,2,15,5
otros_tramites_por_tipo_proceso,materia_seccion,str,,derivado,Materia que fija la sección del cuadro (el tercer nivel de la numeración: 5.1.1.x y 6.1.1.x son civil y comercial). La materia no está escrita en la fila.,6028,0,6,,,PÚBLICO DE FAMILIA
otros_tramites_por_tipo_proceso,tipo_accion_penal,str,,derivado,"En las materias penales, el tipo de acción que parte la materia en tres (PENAL, ANTICORRUPCIÓN, CONTRA LA VIOLENCIA HACIA LA MUJER). Según el cuadro viene como etiqueta de grupo o como rótulo de fila. Nulo fuera del fuero penal.",1402,4626,3,,,PENAL
otros_tramites_por_tipo_proceso,materia_norm,str,,derivada,"materia_cruda con una única corrección: la errata de imprenta INSTRUCCÓN -> INSTRUCCIÓN. NO unifica mayúsculas, tildes ni variantes de redacción entre cuadros.",6028,0,11,,,PÚBLICO DE FAMILIA
otros_tramites_por_tipo_proceso,materia_homologada,str,,derivada,"Materia derivada para facilitar cruces entre cuadros. Homologa únicamente equivalencias confirmadas mediante la auditoría del Anuario; si no existe una equivalencia aprobada, conserva materia_norm. No sobrescribe el literal del PDF.",6028,0,11,,,Público de Familia
otros_tramites_por_tipo_proceso,materia_cruda,str,,fuente,"Nombre de la materia tal como está impreso en el PDF, verbatim, errata incluida. Solo se llena en las filas cuyo eje es materia.",5973,55,11,,,Juzgados Públicos en Materia de Familia de Ciudades Capitales y El Alto
otros_tramites_por_tipo_proceso,ciudad,str,,fuente,Ciudad capital (o El Alto) a la que corresponde la fila. Solo se llena en el cuadro 9.1.3 y en las filas territoriales de ámbito capital de los capítulos 5 y 6.,2942,3086,10,,,SUCRE
otros_tramites_por_tipo_proceso,distrito,str,,fuente,"Distrito judicial. Coincide con el departamento salvo OFICINA NACIONAL / NACIONAL, que es la administración central. En los capítulos 5 y 6 se llena solo para el ámbito provincia.",2493,3535,9,,,CHUQUISACA
otros_tramites_por_tipo_proceso,departamento_derivado,str,,derivada,"Departamento deducido cuando el cuadro no lo trae: de la ciudad (El Alto pertenece a La Paz) o del distrito judicial. La comparación ignora mayúsculas, tildes y espacios, sin modificar el literal de origen. Queda nulo en totales nacionales y para OFICINA NACIONAL, que no son territorios.",5435,593,9,,,Chuquisaca
otros_tramites_por_tipo_proceso,es_total_nacional,bool,,derivado,"True en las páginas de cierre de cada cuadro, donde la entidad es TOTAL NACIONAL en vez de una ciudad o un distrito.",6028,0,2,False,True,False
otros_tramites_por_tipo_proceso,grupo_proceso_norm,str,,derivado,"grupo_proceso resuelto contra la lista cerrada de etiquetas del capítulo: ORDINARIO, EXTRAORDINARIO, MONITOREO, PROCESO CONCURSALES, PROCESOS VOLUNTARIOS y las tres del fuero penal.",880,5148,4,,,DEMANDAS NUEVAS DENTRO DE UN PROCESO ART. 415 Y SGTES.
otros_tramites_por_tipo_proceso,etapa_proceso_fuente,str,,derivado,"Etapa estructural publicada por el cuadro fuente. Se deriva mediante un mapa cerrado auditado contra el PDF: informes_inicio_investigacion, imputaciones_formales, causas o no_aplica. No homologa tipo_proceso.",6028,0,1,,,no_aplica
otros_tramites_por_tipo_proceso,contexto_accion_penal,str,,derivado,"Contexto penal padre de la fila fuente, auditado contra el PDF: penal_comun, anticorrupcion, violencia_mujeres o no_aplica. No homologa ni sobrescribe tipo_proceso.",6028,0,1,,,no_aplica
otros_tramites_por_tipo_proceso,gestion,Int64,año,fuente,Gestión (año) a la que corresponde el dato.,6028,0,1,2023,2023,2023
otros_tramites_por_tipo_proceso,revisado_manual,boolean,,trazabilidad,Marca de auditoría. Sale en False en todo el dataset: es la columna para ir marcando las filas que alguien verifique contra el PDF.,6028,0,1,False,False,False
otros_tramites_por_tipo_proceso,columna,str,,derivada,"Columna del cuadro, numerada de izquierda a derecha (col_01, col_02...). Se preserva aunque su significado auditado esté en las columnas canónicas derivadas.",6028,0,139,,,incidentes_pendientes_iniciar_gestion
otros_tramites_por_tipo_proceso,valor,Int64,juzgados (o habitantes en col_01),fuente,"Valor de esa celda. En los cuadros provinciales la col_01 es población proyectada al 2022, no un conteo de juzgados; la última columna de cada fila es el total.",6028,0,798,0,33994,62
otros_tramites_por_tipo_proceso,orden_columna,Int64,,derivado,"Posición de la columna dentro del cuadro, contada desde 1 de izquierda a derecha. Solo en las tablas de formato largo.",6028,0,15,1,15,1
otros_tramites_por_tipo_proceso,rotulo_columna_pdf,str,,literal del PDF,"Rótulo de la columna tal como lo imprime el anuario, con sus líneas separadas por ' / '. Permite leer un valor sin consultar el layout. Solo en las tablas de formato largo.",6028,0,176,,,INCIDENTES PENDIENTES AL / INICIAR LA GESTIÓN
